Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,466,kWh,615.12,10/05/2013 12:00:00 AM,01/07/2014 12:00:00 AM,CoM,466,
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,246,kWh,324.72,01/08/2014 12:00:00 AM,04/07/2014 12:00:00 AM,CoM,246,
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,2054.809,kWh,2748.4763898901,04/12/2013 12:00:00 AM,07/11/2013 12:00:00 AM,CoM,903.785,1151.024
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,1582.874,kWh,2089.39368,07/12/2013 12:00:00 AM,10/11/2013 12:00:00 AM,CoM,675.99,906.884
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,4527.556,kWh,5976.37392,10/12/2013 12:00:00 AM,01/10/2014 12:00:00 AM,CoM,2119.845,2407.711
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,1076.917,kWh,1421.53044,01/11/2014 12:00:00 AM,01/21/2014 12:00:00 AM,CoM,493.821,583.096
Park Services including Waterways,Pumping Station - St Kilda Road,Electricity,Electricity,0,kWh,0,06/15/2013 12:00:00 AM,09/12/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Pumping Station - St Kilda Road,Electricity,Electricity,0,kWh,0,09/13/2013 12:00:00 AM,12/16/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Pumping Station - St Kilda Road,Electricity,Electricity,646.64,kWh,853.5648,12/17/2013 12:00:00 AM,03/11/2014 12:00:00 AM,CoM,313.844,332.796
Park Services including Waterways,Pumping Station - St Kilda Road,Electricity,Electricity,121.344,kWh,160.17408,03/12/2014 12:00:00 AM,06/13/2014 12:00:00 AM,CoM,36.289,85.055
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2013 12:00:00 AM,07/03/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,07/04/2013 12:00:00 AM,10/03/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0.001,kWh,0.00132,10/04/2013 12:00:00 AM,01/03/2014 12:00:00 AM,CoM,0.001,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0.006,kWh,0.00792,01/04/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,0.004,0.002
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,478.327,kWh,640.7479263736,04/03/2013 12:00:00 AM,07/02/2013 12:00:00 AM,CoM,150.031,328.296
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,489.992,kWh,646.78944,07/03/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,154.569,335.423
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,1466.713,kWh,1936.06116,10/03/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,460.722,1005.991
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,587.872,kWh,775.99104,01/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,CoM,179.114,408.758
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/29/2013 12:00:00 AM,09/25/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,4013.143,kWh,5297.34876,09/26/2013 12:00:00 AM,12/27/2013 12:00:00 AM,CoM,1995.49,2017.653
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,1179.847,kWh,1557.39804,12/28/2013 12:00:00 AM,03/25/2014 12:00:00 AM,CoM,435.441,744.406
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2013 12:00:00 AM,07/02/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,07/03/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,2484.055,kWh,3278.9526,10/03/2013 12:00:00 AM,01/02/2014 12:00:00 AM,CoM,1259.9,1224.155
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,300.435,kWh,396.5742,01/03/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,65.213,235.222
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/29/2013 12:00:00 AM,09/25/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,1891.791,kWh,2497.16412,09/26/2013 12:00:00 AM,12/27/2013 12:00:00 AM,CoM,921.084,970.707
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,451.245,kWh,595.6434,12/28/2013 12:00:00 AM,03/25/2014 12:00:00 AM,CoM,165.317,285.928
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2013 12:00:00 AM,07/02/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,07/03/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,2486.815,kWh,3282.5958,10/03/2013 12:00:00 AM,01/02/2014 12:00:00 AM,CoM,1262.75,1224.065
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,317.769,kWh,419.45508,01/03/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,68.904,248.865
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/29/2013 12:00:00 AM,09/25/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,09/26/2013 12:00:00 AM,12/27/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,12/28/2013 12:00:00 AM,03/25/2014 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2013 12:00:00 AM,07/03/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,07/04/2013 12:00:00 AM,10/03/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,538.853,kWh,711.28596,10/04/2013 12:00:00 AM,01/03/2014 12:00:00 AM,CoM,288.918,249.935
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,01/04/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/28/2013 12:00:00 AM,09/23/2013 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,1733.282,kWh,2287.93224,09/24/2013 12:00:00 AM,12/27/2013 12:00:00 AM,CoM,859.886,873.396
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,473.594,kWh,625.14408,12/28/2013 12:00:00 AM,03/25/2014 12:00:00 AM,CoM,174.094,299.5
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,350,kWh,468.8461538462,04/03/2013 12:00:00 AM,07/02/2013 12:00:00 AM,CoM,80,270
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,390.035,kWh,514.8462,07/03/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,105.582,284.453
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,1678.044,kWh,2215.01808,10/03/2013 12:00:00 AM,01/02/2014 12:00:00 AM,CoM,753.519,924.525
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,557.075,kWh,735.339,01/03/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,141.939,415.136
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,2.002,kWh,2.6822629167,03/28/2013 12:00:00 AM,07/01/2013 12:00:00 AM,CoM,2.002,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0.003,kWh,0.00396,07/02/2013 12:00:00 AM,10/01/2013 12:00:00 AM,CoM,0.003,0
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,1243.201,kWh,1641.02532,10/02/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,599.215,643.986
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,142.797,kWh,188.49204,01/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,CoM,57.242,85.555
Park Services including Waterways,Reserve - Southbank Promenade,Electricity,Electricity,0,kWh,0,01/09/2014 12:00:00 AM,04/10/2014 12:00:00 AM,CoM,0,0
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,0,kWh,0,06/23/2013 12:00:00 AM,07/23/2013 12:00:00 AM,CoM,0,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,0,kWh,0,07/24/2013 12:00:00 AM,07/26/2013 12:00:00 AM,CoM,0,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,0,kWh,0,07/27/2013 12:00:00 AM,08/25/2013 12:00:00 AM,CoM,0,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,6.5,kWh,8.58,08/26/2013 12:00:00 AM,08/26/2013 12:00:00 AM,CoM,6.5,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,0,kWh,0,08/27/2013 12:00:00 AM,09/23/2013 12:00:00 AM,CoM,0,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,0,kWh,0,09/24/2013 12:00:00 AM,09/26/2013 12:00:00 AM,CoM,0,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,138.3,kWh,182.556,09/27/2013 12:00:00 AM,10/13/2013 12:00:00 AM,CoM,138.3,
Park Services including Waterways,Street Reserve - Flinders Lane,Electricity,Electricity,2021.449,kWh,2707.853110989,04/03/2013 12:00:00 AM,07/02/2013 12:00:00 AM,CoM,966.79,1054.659
Park Services including Waterways,Street Reserve - Flinders Lane,Electricity,Electricity,2011.928,kWh,2655.74496,07/03/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,966.827,1045.101
Park Services including Waterways,Street Reserve - Flinders Lane,Electricity,Electricity,1976.965,kWh,2609.5938,10/03/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,940.886,1036.079
Park Services including Waterways,Street Reserve - Flinders Lane,Electricity,Electricity,2033.745,kWh,2684.5434,01/01/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,978.939,1054.806
Park Services including Waterways,Toilets - Alexandra Gardens,Electricity,Electricity,19.182,kWh,25.3884426667,06/15/2013 12:00:00 AM,09/12/2013 12:00:00 AM,CoM,6.369,12.813
Park Services including Waterways,Toilets - Alexandra Gardens,Electricity,Electricity,256.508,kWh,338.59056,09/13/2013 12:00:00 AM,12/16/2013 12:00:00 AM,CoM,91.94,164.568
Park Services including Waterways,Toilets - Alexandra Gardens,Electricity,Electricity,102.3,kWh,135.036,12/17/2013 12:00:00 AM,01/21/2014 12:00:00 AM,CoM,42.491,59.809
Park Services including Waterways,Toilets - Flagstaff Gardens,Electricity,Electricity,154.624,kWh,204.937607191,06/07/2013 12:00:00 AM,09/03/2013 12:00:00 AM,CoM,154.624,
Park Services including Waterways,Toilets - Flagstaff Gardens,Electricity,Electricity,112.281,kWh,148.21092,09/04/2013 12:00:00 AM,12/02/2013 12:00:00 AM,CoM,112.281,
Park Services including Waterways,Toilets - Flagstaff Gardens,Electricity,Electricity,95.596,kWh,126.18672,12/03/2013 12:00:00 AM,01/21/2014 12:00:00 AM,CoM,95.596,
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,6529.8,kWh,8624.3589230769,04/08/2014 12:00:00 AM,07/07/2014 12:00:00 AM,CoM,2014.02,4515.78
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,4616.4302324589,kWh,6093.6879068457,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,3744.7530026621,kWh,4943.073963514,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,2154.8711097117,kWh,2844.4298648195,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,2502.2931702968,kWh,3303.0269847918,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,3928.8452136585,kWh,5186.0756820292,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,4262.1477594161,kWh,5626.0350424293,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Rivers - Central Pier,Electricity,Electricity,2188.1389603277,kWh,2888.3434276325,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Electricity,Electricity,5918.8387096774,kWh,7812.8670967742,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Electricity,Electricity,6171.7175677124,kWh,8146.6671893803,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Electricity,Electricity,5972.6299042378,kWh,7883.8714735938,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Electricity,Electricity,6171.7175677124,kWh,8146.6671893803,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Rivers Marina - Central Pier Docklands,Electricity,Electricity,6230.6389468027,kWh,8224.4434097796,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - JJ Holland Park,Electricity,Electricity,234.6944367246,kWh,309.7966564765,03/23/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - JJ Holland Park,Electricity,Electricity,782.7189336357,kWh,1033.1889923991,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - JJ Holland Park,Electricity,Electricity,808.8095647569,kWh,1067.6286254791,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - JJ Holland Park,Electricity,Electricity,782.9760879636,kWh,1033.5284361119,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Public Barbecue - Bellair Street Reserve,Electricity,Electricity,2.5160869565,kWh,3.3212347826,06/19/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - JJ Holland Park,Electricity,Electricity,0,kWh,0,06/19/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Newton Street,Electricity,Electricity,46.9469565217,kWh,61.9699826087,06/18/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - JJ Holland,Electricity,Electricity,1221.7515335913,kWh,1612.7120243406,06/17/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,1758.4622637706,kWh,2321.1701881772,04/02/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,1686.4862785693,kWh,2226.1618877115,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,1632.0834953896,kWh,2154.3502139143,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,39.5907950173,kWh,52.2598494228,04/11/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,60.5147567292,kWh,79.8794788825,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Electricity,Electricity,58.5626678024,kWh,77.3027214992,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Electricity,Electricity,1224.439785614,kWh,1616.2605170105,04/02/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Electricity,Electricity,1363.0537538241,kWh,1799.2309550478,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Electricity,Electricity,1319.0842778943,kWh,1741.1912468204,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Electricity,Electricity,3671.9213031356,kWh,4846.936120139,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Electricity,Electricity,3793.9561523334,kWh,5008.0221210801,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Electricity,Electricity,3671.5704700001,kWh,4846.4730204001,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Pumping Station - Manningham Street,Electricity,Electricity,1810.1112007942,kWh,2389.3467850484,04/11/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Pumping Station - Manningham Street,Electricity,Electricity,2521.308870265,kWh,3328.1277087498,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Pumping Station - Manningham Street,Electricity,Electricity,2439.9763260629,kWh,3220.768750403,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Electricity,Electricity,52.3168748135,kWh,69.0582747538,06/17/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Electricity,Electricity,57.18728721,kWh,75.4872191172,04/02/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Electricity,Electricity,60.9560420651,kWh,80.461975526,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Electricity,Electricity,58.9897181276,kWh,77.8664279284,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Newquay,Electricity,Electricity,1771.6758065622,kWh,2338.612064662,06/04/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,223.2410170735,kWh,294.678142537,03/29/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,2232.4101707346,kWh,2946.7814253697,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,2306.8238430924,kWh,3045.007472882,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,2243.6169311281,kWh,2961.5743490891,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Electricity,Electricity,47.224105833,kWh,62.3358196996,04/11/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Electricity,Electricity,74.356377538,kWh,98.1504183501,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Ross Straw Field,Electricity,Electricity,71.9577847142,kWh,94.9842758227,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Electricity,Electricity,6083.6493635938,kWh,8030.4171599438,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Electricity,Electricity,3507.2133308434,kWh,4629.5215967132,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Electricity,Electricity,1208.2802632041,kWh,1594.9299474295,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Sports Facility - Royal Park Baseball Field,Electricity,Electricity,288.8988200486,kWh,381.3464424642,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Electricity,Electricity,0,kWh,0,05/02/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Manningham,Electricity,Electricity,930.6988008722,kWh,1228.5224171512,04/11/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Manningham,Electricity,Electricity,1474.0800404143,kWh,1945.7856533469,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Manningham,Electricity,Electricity,1426.5290713687,kWh,1883.0183742067,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Electricity,Electricity,157.1684014515,kWh,207.462289916,06/25/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,20.16,kWh,26.6112,02/26/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,208.32,kWh,274.9824,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Electricity,Electricity,2267.4646403364,kWh,2993.053325244,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,10/14/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,144.8211699045,kWh,191.1639442739,04/02/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,153.1854349688,kWh,202.2047741589,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,148.2439693247,kWh,195.6820395086,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,40.2220568182,kWh,53.093115,03/26/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,15.3833522727,kWh,20.306025,03/26/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,04/03/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Electricity,Electricity,0,kWh,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,1437.8990791506,kWh,1898.0267844788,04/08/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Electricity,Electricity,2064.3266791418,kWh,2724.9112164672,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
