Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,32549.99,kWh,42965.9868,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,24750,7799.99
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,32762.63,kWh,43246.6716,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,21268.19,11494.44
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,16192.52,kWh,21374.1264,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,10214.57,5977.95
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,6874.07,kWh,9073.7724,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,1033.57,5840.5
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,16918.29,kWh,22332.1428,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,10019.08,6899.21
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,7470.88,kWh,9861.5616,12/01/2013 12:00:00 AM,12/17/2013 12:00:00 AM,CoM,4746.15,2724.73
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,6416.76,kWh,8470.1232,12/18/2013 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,1078.23,5338.53
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,12250.7,kWh,16170.924,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,7557.1,4693.6
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,17181.96,kWh,22680.1872,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,11105.05,6076.91
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,16997.21,kWh,22436.3172,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,10965.75,6031.46
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,16383.17,kWh,21625.7844,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,9776,6607.17
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,15369.67,kWh,20287.9644,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,9479.71,5889.96
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,12214.64,kWh,16123.3248,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,7774.45,4440.19
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,7.68,kWh,10.1410909091,06/29/2013 12:00:00 AM,09/24/2013 12:00:00 AM,CoM,7.68,0
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2030,kWh,2679.6,11/09/2013 12:00:00 AM,12/05/2013 12:00:00 AM,CoM,1080,950
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2570,kWh,3392.4,07/11/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,1320,1250
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2910,kWh,3841.2,08/09/2013 12:00:00 AM,09/10/2013 12:00:00 AM,CoM,1680,1230
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2090,kWh,2758.8,09/11/2013 12:00:00 AM,10/08/2013 12:00:00 AM,CoM,1200,890
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,3090,kWh,4119.2896551724,06/12/2013 12:00:00 AM,07/10/2013 12:00:00 AM,CoM,1870,1220
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2410,kWh,3181.2,10/09/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,1290,1120
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2312.98,kWh,3053.1336,10/25/2013 12:00:00 AM,11/24/2013 12:00:00 AM,CoM,1210.14,1102.84
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2684.2,kWh,3551.0971851852,06/27/2013 12:00:00 AM,07/23/2013 12:00:00 AM,CoM,1546.2,1138
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2512.66,kWh,3316.7112,08/26/2013 12:00:00 AM,09/23/2013 12:00:00 AM,CoM,1467.68,1044.98
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,3359.8,kWh,4434.936,07/24/2013 12:00:00 AM,08/25/2013 12:00:00 AM,CoM,1884.3,1475.5
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2335.7,kWh,3083.124,09/24/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,1311.1,1024.6
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2708,kWh,3574.56,12/06/2013 12:00:00 AM,01/13/2014 12:00:00 AM,CoM,1527,1181
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2838,kWh,3746.16,01/14/2014 12:00:00 AM,02/11/2014 12:00:00 AM,CoM,1968,870
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2574,kWh,3397.68,02/12/2014 12:00:00 AM,03/13/2014 12:00:00 AM,CoM,1245,1329
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,1780,kWh,2349.6,03/14/2014 12:00:00 AM,04/09/2014 12:00:00 AM,CoM,970,810
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2050,kWh,2706,04/10/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,1100,950
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2210,kWh,2917.2,05/08/2014 12:00:00 AM,06/05/2014 12:00:00 AM,CoM,1160,1050
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2333.6,kWh,3080.352,11/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,CoM,1290,1043.6
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,1653.5,kWh,2182.62,12/30/2013 12:00:00 AM,01/19/2014 12:00:00 AM,CoM,853,800.5
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2759.1,kWh,3642.012,01/20/2014 12:00:00 AM,02/20/2014 12:00:00 AM,CoM,1544.8,1214.3
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2766,kWh,3651.12,02/21/2014 12:00:00 AM,03/21/2014 12:00:00 AM,CoM,1462.3,1303.7
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2708,kWh,3574.56,03/22/2014 12:00:00 AM,04/23/2014 12:00:00 AM,CoM,1435.7,1272.3
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,2845.4,kWh,3755.928,04/24/2014 12:00:00 AM,05/22/2014 12:00:00 AM,CoM,1563,1282.4
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,3838.9,kWh,5067.348,05/23/2014 12:00:00 AM,06/20/2014 12:00:00 AM,CoM,2265.6,1573.3
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,13223.512,kWh,17455.03584,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,8156.364,5067.148
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,14994.388,kWh,19792.59216,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,10269.928,4724.46
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,13990.336,kWh,18467.24352,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,8788.636,5201.7
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,12512.16,kWh,16516.0512,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,7552.232,4959.928
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,13663.016,kWh,18035.18112,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,8720.18,4942.836
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,15824.3,kWh,20888.076,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,9718.68,6105.62
Arts and Culture,Arts Centre - Nth Melb Town Hall,Electricity,Electricity,17151.012,kWh,22639.33584,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,9951.1,7199.912
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,5140,kWh,6811.3662921348,06/08/2013 12:00:00 AM,09/04/2013 12:00:00 AM,CoM,5140,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,2676,kWh,3532.32,09/05/2013 12:00:00 AM,12/05/2013 12:00:00 AM,CoM,2676,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,2044,kWh,2698.08,12/06/2013 12:00:00 AM,03/04/2014 12:00:00 AM,CoM,2044,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,2940,kWh,3880.8,03/05/2014 12:00:00 AM,06/06/2014 12:00:00 AM,CoM,2940,
Arts and Culture,Arts Centre - Nth Melb Warehouse,Electricity,Electricity,1885.141,kWh,2498.5531725843,06/07/2013 12:00:00 AM,09/03/2013 12:00:00 AM,CoM,1242.065,643.076
Arts and Culture,Arts Centre - Nth Melb Warehouse,Electricity,Electricity,2767.924,kWh,3653.65968,09/04/2013 12:00:00 AM,12/04/2013 12:00:00 AM,CoM,1483.622,1284.302
Arts and Culture,Arts Centre - Nth Melb Warehouse,Electricity,Electricity,1717.236,kWh,2266.75152,12/05/2013 12:00:00 AM,03/04/2014 12:00:00 AM,CoM,777.477,939.759
Arts and Culture,Arts Centre - Nth Melb Warehouse,Electricity,Electricity,2298.449,kWh,3033.95268,03/05/2014 12:00:00 AM,06/05/2014 12:00:00 AM,CoM,1306.384,992.065
Arts and Culture,Arts Centre - Signal Box,Electricity,Electricity,2283.2368529099,kWh,3013.8726458411,06/06/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Arts and Culture,Child Activity Centre - Art Play,Electricity,Electricity,1407.4853709509,kWh,1857.8806896552,06/21/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,1618.774540387,kWh,2136.7823933109,06/07/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,22303.6534131177,kWh,29440.8225053154,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,16824.0719190457,kWh,22207.7749331404,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,21577.448266314,kWh,28482.2317115346,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Arts and Culture,Arts Centre - Meat Market,Electricity,Electricity,22862.2489589901,kWh,30178.1686258669,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3826.07,kWh,5050.4124,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,3003.76,822.31
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3950.59,kWh,5214.7788,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,3037.43,913.16
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3512.13,kWh,4636.0116,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,2679.28,832.85
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3787.46,kWh,4999.4472,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,2808.77,978.69
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3470.76,kWh,4581.4032,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,2515.21,955.55
Community Services,Community Centre - Carlton Senior Citizens - Church Of All Nations,Electricity,Electricity,1162.5,kWh,1534.5,07/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,1162.5,0
Community Services,Community Centre - Southbank,Electricity,Electricity,12313.72,kWh,16254.1104,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,8901.81,3411.91
Community Services,Community Centre - Southbank,Electricity,Electricity,11960.87,kWh,15788.3484,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,8567.02,3393.85
Community Services,Community Centre - Southbank,Electricity,Electricity,13743.04,kWh,18140.8128,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,10308.86,3434.18
Community Services,Community Centre - Southbank,Electricity,Electricity,13442.05,kWh,17743.506,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,9617.73,3824.32
Community Services,Community Centre - Southbank,Electricity,Electricity,14519.46,kWh,19165.6872,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,10630.27,3889.19
Community Services,Community Centre - Southbank,Electricity,Electricity,14334.26,kWh,18921.2232,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,10208.22,4126.04
Community Services,Community Centre - Southbank,Electricity,Electricity,18762.97,kWh,24767.1204,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,14663.06,4099.91
Community Services,Community Centre - Southbank,Electricity,Electricity,20252.51,kWh,26733.3132,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,13595.54,6656.97
Community Services,Community Centre - Southbank,Electricity,Electricity,4557.56,kWh,6015.9792,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,2616.54,1941.02
Community Services,Community Centre - Southbank,Electricity,Electricity,4051.37,kWh,5347.8084,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,2179.49,1871.88
Community Services,Community Centre - Southbank,Electricity,Electricity,3559.28,kWh,4698.2496,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,1759,1800.28
Community Services,Community Centre - Southbank,Electricity,Electricity,3109.5,kWh,4104.54,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,1732,1377.5
Community Services,Community Centre - Southbank,Electricity,Electricity,2942.52,kWh,3884.1264,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,1567.93,1374.59
Community Services,Child Care - Hotham Hub,Electricity,Electricity,1200.17,kWh,1589.4665218391,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,912.59,287.58
Community Services,Child Care - Hotham Hub,Electricity,Electricity,1003.69,kWh,1324.8708,09/07/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,685.85,317.84
Community Services,Child Care - Melbourne City,Electricity,Electricity,5740,kWh,7639.5395348837,05/15/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,5740,0
Community Services,Child Care - Melbourne City,Electricity,Electricity,4363.66,kWh,5760.0312,08/09/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,4363.66,0
Community Services,Child Care - North Melbourne,Electricity,Electricity,5725.22,kWh,7557.2904,09/05/2013 12:00:00 AM,12/04/2013 12:00:00 AM,CoM,4840.74,884.48
Community Services,Child Care - North Melbourne,Electricity,Electricity,7202.07,kWh,9545.14344,06/07/2013 12:00:00 AM,09/04/2013 12:00:00 AM,CoM,6279.76,922.31
Community Services,Community Centre - South Yarra Senior Citizens,Electricity,Electricity,4902.89,kWh,6471.8148,09/10/2013 12:00:00 AM,12/09/2013 12:00:00 AM,CoM,4902.89,0
Community Services,Community Centre - South Yarra Senior Citizens,Electricity,Electricity,4265.32,kWh,5646.7020454545,06/14/2013 12:00:00 AM,09/09/2013 12:00:00 AM,CoM,4265.32,0
Community Services,Health Centre - Kensington,Electricity,Electricity,2325.02,kWh,3077.3860224719,06/15/2013 12:00:00 AM,09/11/2013 12:00:00 AM,CoM,1699.02,626
Community Services,Health Centre - Kensington,Electricity,Electricity,1959.94,kWh,2587.1208,09/12/2013 12:00:00 AM,12/10/2013 12:00:00 AM,CoM,1268.26,691.68
Community Services,Health Centre - North Melbourne,Electricity,Electricity,3150,kWh,4171.1860465116,06/13/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,1750,1400
Community Services,Health Centre - North Melbourne,Electricity,Electricity,2178.57,kWh,2875.7124,09/07/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,1343.04,835.53
Community Services,Health Centre - Powlett Reserve,Electricity,Electricity,1616.02,kWh,2133.1464,08/13/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,1616.02,0
Community Services,Health Centre - Powlett Reserve,Electricity,Electricity,2110.19,kWh,2807.7121450549,05/14/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,2110.19,0
Community Services,Child Care - Hotham Hub,Electricity,Electricity,882.15,kWh,1164.438,12/07/2013 12:00:00 AM,03/11/2014 12:00:00 AM,CoM,544.11,338.04
Community Services,Child Care - Hotham Hub,Electricity,Electricity,984.17,kWh,1299.1044,03/12/2014 12:00:00 AM,06/11/2014 12:00:00 AM,CoM,691.29,292.88
Community Services,Child Care - Melbourne City,Electricity,Electricity,4472.13,kWh,5903.2116,11/09/2013 12:00:00 AM,02/11/2014 12:00:00 AM,CoM,4472.13,0
Community Services,Child Care - Melbourne City,Electricity,Electricity,4639.98,kWh,6124.7736,02/12/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,4639.98,0
Community Services,Child Care - North Melbourne,Electricity,Electricity,5825.16,kWh,7689.2112,12/05/2013 12:00:00 AM,03/06/2014 12:00:00 AM,CoM,4882.73,942.43
Community Services,Child Care - North Melbourne,Electricity,Electricity,6351.88,kWh,8384.4816,03/07/2014 12:00:00 AM,06/06/2014 12:00:00 AM,CoM,5368.94,982.94
Community Services,Community Centre - South Yarra Senior Citizens,Electricity,Electricity,3605.96,kWh,4759.8672,12/10/2013 12:00:00 AM,03/12/2014 12:00:00 AM,CoM,3605.96,0
Community Services,Community Centre - South Yarra Senior Citizens,Electricity,Electricity,4634.27,kWh,6117.2364,03/13/2014 12:00:00 AM,06/12/2014 12:00:00 AM,CoM,4634.27,0
Community Services,Community Centre - Southbank,Electricity,Electricity,1.18,kWh,1.5576,01/22/2014 12:00:00 AM,02/07/2014 12:00:00 AM,CoM,1.18,0
Community Services,Community Centre - Southbank,Electricity,Electricity,1.69,kWh,2.2308,02/08/2014 12:00:00 AM,05/12/2014 12:00:00 AM,CoM,1.69,0
Community Services,Health Centre - Kensington,Electricity,Electricity,2242.1,kWh,2959.572,12/11/2013 12:00:00 AM,03/14/2014 12:00:00 AM,CoM,1685.5,556.6
Community Services,Health Centre - Kensington,Electricity,Electricity,2045.07,kWh,2699.4924,03/15/2014 12:00:00 AM,06/16/2014 12:00:00 AM,CoM,1431.66,613.41
Community Services,Health Centre - North Melbourne,Electricity,Electricity,3150.14,kWh,4158.1848,12/07/2013 12:00:00 AM,03/11/2014 12:00:00 AM,CoM,1861.16,1288.98
Community Services,Health Centre - North Melbourne,Electricity,Electricity,2226.14,kWh,2938.5048,03/12/2014 12:00:00 AM,06/11/2014 12:00:00 AM,CoM,1557.62,668.52
Community Services,Health Centre - Powlett Reserve,Electricity,Electricity,1472.34,kWh,1943.4888,11/09/2013 12:00:00 AM,02/11/2014 12:00:00 AM,CoM,1472.34,0
Community Services,Health Centre - Powlett Reserve,Electricity,Electricity,1408.32,kWh,1858.9824,02/12/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,1408.32,0
Community Services,Community Centre - Southbank,Electricity,Electricity,6933.05,kWh,9151.626,11/14/2013 12:00:00 AM,02/14/2014 12:00:00 AM,CoM,2154.85,4778.2
Community Services,Community Centre - Southbank,Electricity,Electricity,6970.88,kWh,9201.5616,02/15/2014 12:00:00 AM,05/19/2014 12:00:00 AM,CoM,2118.89,4851.99
Community Services,Child Care - Melbourne City,Electricity,Electricity,5558,kWh,7363.1148888889,05/15/2014 12:00:00 AM,08/12/2014 12:00:00 AM,CoM,5557.53,0
Community Services,Health Centre - Powlett Reserve,Electricity,Electricity,2155,kWh,2854.8961111111,05/15/2014 12:00:00 AM,08/12/2014 12:00:00 AM,CoM,2154.74,0
Community Services,Community Centre - Southbank,Electricity,Electricity,5567,kWh,7377.5402272727,05/20/2014 12:00:00 AM,08/15/2014 12:00:00 AM,CoM,1769.83,3797.23
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3191.96,kWh,4213.3872,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,2285.115,906.845
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3357.075,kWh,4431.339,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,2401.565,955.51
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3529.33,kWh,4658.7156,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,2614.71,914.62
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3647.155,kWh,4814.2446,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,2576.1,1071.055
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3403.7,kWh,4492.884,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,2621.7,782
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3682.675,kWh,4861.131,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,2924.455,758.22
Community Services,Child Care - Lady Huntingfield,Electricity,Electricity,3656.02,kWh,4825.9464,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,2829.105,826.915
Community Services,Community Centre - Southbank,Electricity,Electricity,2593.332,kWh,3423.19824,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,1404.802,1188.53
Community Services,Community Centre - Southbank,Electricity,Electricity,2618.387,kWh,3456.27084,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,1525.812,1092.575
Community Services,Community Centre - Southbank,Electricity,Electricity,2641.084,kWh,3486.23088,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,1502.83,1138.254
Community Services,Community Centre - Southbank,Electricity,Electricity,2565.368,kWh,3386.28576,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,1295.775,1269.593
Community Services,Community Centre - Southbank,Electricity,Electricity,2780.798,kWh,3670.65336,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,1511.535,1269.263
Community Services,Community Centre - Southbank,Electricity,Electricity,4705.537,kWh,6211.30884,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,2519.582,2185.955
Community Services,Community Centre - Southbank,Electricity,Electricity,5052.488,kWh,6669.28416,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,2592.488,2460
Community Services,Community Centre - Southbank,Electricity,Electricity,0.039,kWh,0.0518749367,05/22/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,0.039,
Community Services,Community Centre - Southbank,Electricity,Electricity,0.552,kWh,0.72864,08/09/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,0.552,
Community Services,Community Centre - Southbank,Electricity,Electricity,2.064,kWh,2.72448,11/09/2013 12:00:00 AM,01/21/2014 12:00:00 AM,CoM,2.064,
Community Services,Health Centre - Kensington,Electricity,Electricity,304.584893617,kWh,402.0520595745,06/17/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,0.5393617021,kWh,0.7119574468,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Child Care - North Melbourne,Electricity,Electricity,1862.4802771156,kWh,2458.4739657926,06/07/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - South Yarra Senior Citizens,Electricity,Electricity,894.9336165131,kWh,1181.3123737973,06/13/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Hotham Hub,Electricity,Electricity,305.3113689227,kWh,403.011006978,06/12/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,8215.976845227,kWh,10845.0894356996,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,7950.9453340906,kWh,10495.2478409996,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,5239.5514466655,kWh,6916.2079095985,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,5800.9319588083,kWh,7657.2301856269,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,374.2536747618,kWh,494.0148506856,04/01/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - North Melbourne,Electricity,Electricity,676.8302525508,kWh,893.415933367,06/12/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,29863.2606187974,kWh,39419.5040168125,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,22346.4403165892,kWh,29497.3012178977,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,18527.6674287615,kWh,24456.5210059652,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,16080.3974171545,kWh,21226.124590644,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Electricity,Electricity,6072.46,kWh,8019.4424875,06/30/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,3825.64,2246.82
Community Strengthening,Community Centre - Carlton Family Resource Centre,Electricity,Electricity,5900.2,kWh,7788.264,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,3575.12,2325.08
Community Strengthening,Community Centre - Carlton Family Resource Centre,Electricity,Electricity,6255.74,kWh,8257.5768,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,3483.02,2772.72
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,874.38,kWh,1154.1816,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,427.18,447.2
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,16030.95,kWh,21160.854,09/10/2013 12:00:00 AM,12/09/2013 12:00:00 AM,CoM,11501.85,4529.1
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,19671.87,kWh,26046.4400089887,06/13/2013 12:00:00 AM,09/09/2013 12:00:00 AM,CoM,13752.9,5918.97
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,10685.88,kWh,14152.0355586206,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,10685.88,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,8521.25,kWh,11248.05,09/07/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,8521.25,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,6367.4,kWh,8404.968,09/07/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,3583.74,2783.66
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,6990,kWh,9257.3310344828,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,4231,2759
